Season,TeamID,Name,Years_D1,GP,PTS,PTSDiff,Pct,FG,%FG,FG3,%FG3,FT,%FT,OR,DR,DR/OR,AST,TO,AST/TO,STL,STL/TO,BLK,PF,HomePTS,AwayPTS,NeutralPTS,HomeDiff,AwayDiff,NeutralDiff,HomePct,AwayPct,NeutralPct,HomeFG,AwayFG,NeutralFG,Home%FG,Away%FG,Neutral%FG,HomeFG3,AwayFG3,NeutralFG3,Home%FG3,Away%FG3,Neutral%FG3,HomeFT,AwayFT,NeutralFT,Home%FT,Away%FT,Neutral%FT,HomeOR,AwayOR,NeutralOR,HomeDR,AwayDR,NeutralDR,HomeDR/OR,AwayDR/OR,NeutralDR/OR,HomeAst,AwayAst,NeutralAst,HomeTO,AwayTO,NeutralTO,HomeSTL,AwaySTL,NeutralSTL,HomeSTL/TO,AwaySTL/TO,NeutralSTL/TO,HomeBlk,AwayBlk,NeutralBlk,HomePF,AwayPF,NeutralPF,rank
2015,1409,Tulsa,37.0,31,64.19,4.68,70.97,42.06,34.47,33.01,8.64,64.54,22.41,10.52,25.97,2.47,10.9,11.39,0.96,5.68,0.5,3.55,16.58,63.56,69.18,53.0,3.97,0.52,0.19,75.0,72.73,50.0,43.19,41.42,38.83,18.79,12.01,3.67,31.41,35.33,33.33,4.37,3.27,1.01,62.91,66.54,65.71,11.51,8.59,2.31,5.48,3.87,1.16,12.9,9.77,3.29,2.35,2.53,2.83,11.19,11.55,8.0,10.38,12.09,13.5,5.19,6.64,5.0,0.5,0.55,0.37,4.0,3.27,2.5,15.44,18.82,15.0,67
2016,1138,Buffalo,30.0,33,76.61,0.67,57.58,43.43,33.7,33.52,9.61,70.94,22.98,12.09,26.73,2.21,12.55,13.82,0.91,6.73,0.49,3.48,21.27,60.78,102.5,81.8,-1.33,0.36,1.64,50.0,50.0,100.0,42.8,44.5,43.65,18.47,9.93,5.3,30.23,34.6,41.73,4.63,2.89,2.1,70.72,69.5,75.86,10.13,9.38,3.48,4.45,5.48,2.15,11.45,11.09,4.18,2.57,2.02,1.94,11.28,14.2,13.8,10.0,21.7,11.8,6.72,7.3,5.6,0.67,0.34,0.47,2.83,4.7,3.4,15.06,33.9,18.4,123
2016,1247,La Salle,37.0,30,63.53,-10.73,26.67,40.09,34.58,33.6,13.06,66.73,17.79,8.8,21.57,2.45,12.57,12.57,1.0,6.67,0.53,2.87,17.27,52.63,88.25,66.67,-6.0,-4.3,-0.43,36.84,0.0,33.33,39.76,40.73,40.61,22.3,8.76,3.52,34.57,31.32,32.88,8.81,2.99,1.26,66.67,64.38,73.68,10.18,5.4,2.2,4.23,3.57,1.0,11.27,7.8,2.5,2.66,2.19,2.5,10.95,17.25,10.33,10.32,18.25,11.7,6.95,6.25,6.0,0.67,0.34,0.51,2.26,3.88,4.0,13.84,25.75,16.33,240
2016,1443,WKU,37.0,32,75.94,-0.41,50.0,46.58,35.06,36.24,8.89,70.34,20.99,11.47,26.53,2.31,13.22,13.25,1.0,4.13,0.31,3.69,18.09,55.58,126.43,81.5,-1.56,0.38,0.78,52.63,42.86,50.0,46.22,44.39,50.29,20.66,7.33,7.08,35.88,35.2,38.17,5.02,1.81,2.06,71.22,69.44,69.85,9.88,7.2,3.91,4.75,4.91,1.81,11.59,9.34,5.59,2.44,1.9,3.09,9.84,20.57,15.33,9.47,26.14,10.2,4.63,4.43,2.2,0.49,0.17,0.21,3.16,5.0,3.83,12.32,33.71,18.17,170
2017,1161,Colorado St,37.0,32,71.56,4.44,65.63,42.11,33.8,34.53,10.09,72.9,22.31,11.25,26.91,2.39,10.75,10.88,0.99,6.0,0.55,3.44,17.47,69.76,73.73,73.25,3.25,0.97,0.22,70.59,63.64,50.0,41.64,42.51,43.04,17.95,11.4,4.45,32.33,39.22,33.0,5.15,3.49,1.44,72.58,72.54,75.68,12.14,7.73,2.45,6.06,3.91,1.28,13.31,10.53,3.06,2.2,2.7,2.39,11.76,9.27,10.5,11.18,11.0,9.3,6.0,5.82,6.5,0.54,0.53,0.7,3.47,3.82,2.25,16.71,19.09,16.25,80
2017,1439,Virginia Tech,37.0,32,79.25,4.84,68.75,48.98,34.07,40.26,11.16,73.43,20.7,7.31,25.22,3.45,15.09,12.13,1.24,4.0,0.33,2.78,16.41,66.67,124.33,78.0,3.41,0.41,1.03,71.43,66.67,60.0,49.36,52.06,44.01,22.67,6.47,4.93,40.09,40.83,40.34,7.33,1.93,1.89,69.62,77.07,80.0,10.84,6.23,3.63,4.06,1.81,1.44,14.47,6.81,3.94,3.56,3.76,2.74,13.38,21.0,15.2,9.33,22.83,11.0,3.95,4.17,4.0,0.42,0.18,0.36,2.76,3.33,2.2,13.19,26.67,17.6,39
2018,1190,ETSU,37.0,32,74.31,7.81,71.88,47.46,36.16,34.74,9.67,71.33,18.0,9.88,26.53,2.69,14.47,13.63,1.06,7.25,0.53,4.34,18.44,78.93,72.4,62.33,4.0,3.38,0.44,71.43,73.33,66.67,46.9,48.28,46.06,15.9,17.07,3.2,35.69,35.31,24.44,4.46,4.75,0.46,69.62,75.19,58.54,8.58,8.41,1.01,3.75,5.38,0.75,11.59,12.63,2.31,3.09,2.35,3.08,16.64,13.2,10.67,13.36,14.4,11.0,7.0,7.27,8.3,0.52,0.5,0.76,4.36,4.13,5.33,17.29,19.6,18.0,93
2019,1435,Vanderbilt,37.0,32,68.13,-4.22,28.13,42.06,33.76,31.12,10.55,67.32,21.93,10.16,25.31,2.49,11.59,14.19,0.82,4.81,0.34,3.94,17.78,74.72,60.0,58.33,1.5,-4.38,-1.34,44.44,9.09,0.0,44.17,39.97,36.36,20.32,10.87,2.57,32.79,31.93,18.31,6.47,3.49,0.6,68.07,65.41,67.57,14.08,5.55,2.29,5.66,3.53,0.97,15.16,8.09,2.06,2.68,2.29,2.13,13.0,10.09,8.67,14.33,14.18,13.3,5.22,3.73,6.3,0.36,0.26,0.48,4.39,3.27,3.67,17.61,17.82,18.67,167
2020,1314,North Carolina,37.0,33,72.21,-0.61,42.42,42.03,36.3,30.42,7.6,68.21,19.72,13.76,28.12,2.04,14.3,12.91,1.11,5.55,0.43,3.52,16.67,70.94,75.0,70.5,-0.27,-0.58,0.24,43.75,27.27,66.67,42.19,42.3,41.1,17.79,12.21,6.29,31.29,29.9,28.87,3.86,2.56,1.17,67.58,67.84,70.37,9.27,6.46,3.99,6.06,4.97,2.73,13.09,9.67,5.36,2.16,1.95,1.97,15.75,13.64,11.67,12.13,13.18,14.5,5.56,6.09,4.5,0.46,0.46,0.31,3.75,3.0,3.83,15.63,18.09,16.83,80
2003,1140,BYU,37.0,31,72.45,8.77,74.19,46.88,33.17,38.4,8.55,75.3,25.11,10.87,24.42,2.25,13.42,13.74,0.98,6.94,0.5,2.52,21.42,58.61,109.29,71.0,6.19,1.65,0.94,72.22,85.71,66.67,46.82,49.42,44.15,19.68,7.61,5.88,38.64,38.0,38.04,5.3,1.69,1.56,73.31,76.74,76.97,10.64,8.82,5.65,5.06,3.84,1.97,11.32,8.26,4.84,2.24,2.15,2.46,12.06,18.29,11.83,9.83,23.71,13.8,6.67,8.0,6.5,0.68,0.34,0.47,2.0,3.29,3.17,15.28,35.57,23.33,28
2003,1158,Col Charleston,30.0,29,73.34,4.69,75.86,43.61,34.51,39.08,12.36,68.51,18.62,10.9,23.93,2.2,14.45,14.07,1.03,7.34,0.52,4.38,18.93,63.21,90.89,70.67,2.03,1.34,1.31,71.43,77.78,83.33,44.67,44.34,40.17,16.93,10.86,6.72,37.54,42.79,36.22,5.59,4.61,2.16,65.49,69.33,72.44,6.96,7.33,4.33,4.52,3.93,2.45,10.24,8.86,4.83,2.27,2.25,1.97,13.5,16.22,14.0,11.0,18.11,15.2,7.14,7.33,7.8,0.65,0.4,0.52,4.71,3.67,4.67,15.57,23.89,19.33,91
2003,1385,St John's,37.0,29,71.38,1.83,55.17,40.56,35.8,31.76,8.12,66.46,20.29,16.79,21.03,1.25,11.83,12.9,0.92,9.66,0.75,4.41,19.86,85.87,55.86,,3.1,-1.28,0.0,66.67,42.86,,42.49,38.4,,19.81,15.99,0.0,34.16,29.03,,4.64,3.48,0.0,64.93,69.13,,12.61,7.68,0.0,10.83,5.97,0.0,13.03,8.0,0.0,1.2,1.34,,14.33,9.14,,13.8,11.93,,9.67,9.64,,0.7,0.81,,5.13,3.64,,24.13,15.29,,74
2004,1272,Memphis,37.0,28,73.57,7.64,75.0,42.2,33.64,35.99,11.84,66.15,20.87,13.46,25.14,1.87,14.29,12.93,1.1,7.46,0.58,5.11,18.21,55.5,135.5,68.5,5.82,2.54,-0.71,75.0,100.0,0.0,41.94,44.6,37.9,23.74,7.62,2.28,34.36,42.11,35.71,8.16,2.72,0.97,65.99,70.31,46.0,11.02,8.74,1.12,6.96,5.21,1.29,13.71,9.89,1.54,1.97,1.9,1.19,11.8,23.5,11.5,9.15,24.33,16.5,7.95,6.83,4.5,0.87,0.28,0.27,4.45,7.83,3.5,11.05,39.67,25.5,29
2004,1359,Samford,37.0,24,61.25,-6.13,33.33,46.1,34.56,37.18,14.69,69.19,16.19,5.54,21.67,3.91,14.83,14.71,1.01,4.54,0.31,2.0,16.21,32.53,142.67,61.0,-4.25,-1.04,-0.83,29.41,50.0,0.0,46.04,45.05,53.19,24.49,8.37,1.7,36.89,39.39,27.78,10.82,3.54,0.34,77.48,62.84,60.0,7.96,7.82,0.41,1.67,3.71,0.17,7.46,13.63,0.58,4.48,3.67,3.5,8.06,33.83,16.0,5.82,40.0,14.0,4.76,4.33,2.0,0.82,0.11,0.14,1.41,3.67,2.0,6.59,44.33,11.0,243
2004,1362,San Francisco,36.0,30,64.23,-3.8,53.33,42.99,36.9,30.94,7.84,64.25,18.37,12.27,21.13,1.72,13.1,15.77,0.83,7.47,0.47,2.3,20.0,45.61,106.63,63.25,-3.1,-0.17,-0.53,50.0,62.5,50.0,42.0,44.81,43.66,21.54,10.53,4.83,29.93,33.85,29.63,4.72,2.28,0.83,61.75,69.81,57.95,8.04,7.68,2.65,5.03,5.53,1.7,8.57,9.67,2.9,1.7,1.75,1.71,10.06,19.88,13.25,9.28,29.75,17.0,8.06,5.75,8.3,0.87,0.19,0.49,1.39,4.5,2.0,13.39,34.88,20.0,139
2004,1385,St John's,37.0,27,61.96,-8.93,22.22,39.68,38.14,31.5,7.17,64.12,16.56,14.85,22.0,1.48,10.74,15.33,0.7,8.04,0.52,4.33,17.89,66.33,56.5,,-3.37,-5.56,0.0,33.33,8.33,,40.02,39.25,,21.34,16.8,0.0,33.49,29.07,,4.18,2.99,0.0,64.04,64.29,,11.18,5.38,0.0,8.33,6.52,0.0,13.96,8.04,0.0,1.68,1.23,,11.53,9.75,,16.27,14.17,,8.07,8.0,,0.5,0.56,,4.87,3.67,,18.53,17.08,,204
2005,1108,Alcorn St,37.0,28,57.18,-12.29,21.43,37.49,34.92,27.85,8.24,59.49,21.92,11.07,22.29,2.01,11.04,19.86,0.56,7.46,0.38,3.46,22.89,38.35,91.33,63.5,-9.39,-2.07,-0.82,23.53,22.22,0.0,38.13,36.02,38.98,20.86,11.18,2.87,27.24,26.97,34.88,4.75,2.56,0.94,64.18,54.74,58.82,11.31,9.37,1.25,3.96,6.18,0.93,8.93,12.04,1.32,2.25,1.95,1.42,7.88,17.11,10.5,12.53,34.44,16.5,7.12,8.22,7.0,0.57,0.24,0.42,3.18,4.11,3.0,13.41,40.44,24.5,322
2005,1205,Gardner Webb,19.0,28,71.25,2.21,57.14,42.63,35.64,32.14,10.38,70.93,18.35,13.11,24.64,1.88,14.07,15.36,0.92,7.86,0.51,2.93,17.11,46.89,136.57,65.0,1.21,1.21,-0.21,50.0,71.43,66.67,42.99,42.89,39.77,23.51,8.62,3.51,34.7,27.01,26.09,7.62,1.85,0.9,76.44,64.61,77.08,8.62,7.87,1.85,5.25,6.04,1.82,10.25,11.89,2.5,1.95,1.97,1.37,10.11,24.71,13.0,9.0,32.0,14.7,8.17,8.43,4.7,0.91,0.26,0.32,2.33,4.86,2.0,9.0,38.43,16.0,173
2005,1238,Jackson St,37.0,31,64.29,-4.87,45.16,38.4,35.88,26.07,6.72,67.67,21.53,14.16,22.19,1.57,11.84,17.55,0.67,9.77,0.56,4.39,21.65,52.59,86.7,58.0,-2.94,-0.19,-1.74,47.06,50.0,25.0,37.48,41.52,35.12,19.82,11.79,4.26,29.04,24.31,16.42,4.42,1.76,0.55,73.65,63.04,62.96,10.24,8.73,2.56,5.42,7.0,1.74,9.19,10.42,2.58,1.7,1.49,1.48,10.0,16.1,9.0,11.12,28.2,18.3,10.35,9.4,8.3,0.93,0.33,0.45,3.65,5.8,4.0,14.53,33.5,22.25,282
2005,1266,Marquette,37.0,29,67.72,2.41,62.07,43.04,33.35,37.7,11.71,71.14,21.59,12.97,23.72,1.83,13.72,14.59,0.94,4.1,0.28,2.83,19.48,67.47,69.44,57.0,3.38,-0.86,-0.1,73.68,44.44,0.0,44.47,40.28,43.48,21.89,10.44,1.02,39.78,33.62,50.0,7.43,3.92,0.36,73.3,67.21,62.5,14.82,6.26,0.51,7.93,4.62,0.41,15.45,7.21,1.07,1.95,1.56,2.58,14.11,13.11,12.0,13.95,15.0,23.0,4.53,3.56,1.0,0.32,0.24,0.04,2.84,2.78,3.0,18.37,22.0,18.0,76
2007,1346,Quinnipiac,23.0,28,71.25,-1.61,46.43,45.12,35.94,33.39,9.12,65.34,19.0,11.32,23.46,2.07,14.89,15.89,0.94,8.29,0.52,2.93,22.0,52.44,105.1,,-1.07,-0.54,0.0,44.44,50.0,,44.78,45.72,,22.81,13.13,0.0,34.29,31.82,,5.96,3.16,0.0,64.79,65.81,,8.67,10.33,0.0,4.93,6.39,0.0,10.71,12.75,0.0,2.17,1.99,,12.67,18.9,,10.17,26.2,,9.06,6.9,,0.89,0.26,,1.94,4.7,,14.33,35.8,,249
2007,1390,Stanford,37.0,30,69.93,3.17,60.0,44.87,36.08,35.11,8.15,69.06,19.69,12.6,25.93,2.06,15.0,14.6,1.03,4.73,0.32,6.1,18.27,67.72,73.0,74.5,3.57,-0.63,0.23,66.67,50.0,50.0,46.89,41.59,43.55,22.31,11.2,2.57,35.74,34.15,34.38,4.96,2.67,0.52,68.17,71.57,65.22,11.53,6.72,1.43,7.1,4.5,1.0,15.27,8.8,1.87,2.15,1.96,1.87,15.0,15.7,11.5,14.22,15.0,16.0,5.06,3.9,6.0,0.36,0.26,0.38,6.33,6.1,4.0,16.39,21.2,20.5,51
2008,1364,UC Santa Barbara,37.0,30,69.63,5.5,73.33,45.28,34.71,40.77,10.67,74.55,19.91,8.87,21.33,2.41,14.57,14.33,1.02,8.67,0.6,2.3,19.77,65.57,73.08,73.67,1.6,2.77,1.13,71.43,76.92,66.67,44.06,47.15,43.82,16.32,14.65,3.73,43.49,39.39,31.91,5.6,4.36,0.72,78.95,71.54,71.43,8.62,8.9,2.39,4.07,3.9,0.9,8.8,10.27,2.27,2.16,2.63,2.52,14.79,14.31,14.67,12.79,15.92,14.7,8.93,7.85,11.0,0.7,0.49,0.75,2.21,2.0,4.0,17.57,21.77,21.33,102
2009,1398,Tennessee St,37.0,28,71.11,-6.32,39.29,45.47,36.06,33.17,6.78,67.63,21.09,12.0,22.86,1.9,13.86,15.68,0.88,6.43,0.41,3.68,20.39,46.37,123.33,,-4.0,-2.32,0.0,36.84,44.44,,44.59,47.24,,23.61,12.46,0.0,32.49,34.62,,4.52,2.26,0.0,72.9,63.79,,9.59,11.5,0.0,4.89,7.11,0.0,9.57,13.29,0.0,1.96,1.87,,9.21,23.67,,9.84,28.0,,6.37,6.56,,0.65,0.23,,2.74,5.67,,12.11,37.89,,271
2011,1247,La Salle,37.0,33,76.85,-1.79,45.45,44.59,36.4,36.43,8.2,70.88,19.01,13.97,24.61,1.76,15.03,15.55,0.97,7.42,0.48,4.03,18.67,109.08,49.33,75.6,0.82,-2.0,-0.61,61.54,33.33,40.0,45.08,42.94,48.95,14.08,16.8,5.52,36.04,34.06,46.58,3.15,3.71,1.34,68.83,75.0,70.33,10.45,6.03,2.52,8.21,3.61,2.15,13.52,7.0,4.09,1.65,1.94,1.9,22.15,9.4,13.4,21.0,9.6,19.2,7.92,8.2,3.8,0.38,0.85,0.2,5.62,2.33,5.0,25.08,13.67,17.0,160
2011,1255,Longwood,17.0,27,71.74,-12.41,29.63,43.81,35.62,33.99,9.86,69.45,18.9,9.52,21.33,2.24,15.07,14.04,1.07,5.44,0.39,1.44,19.3,39.3,198.0,80.5,-11.89,-0.89,0.37,30.0,20.0,50.0,43.87,42.72,45.97,25.86,6.81,2.94,34.35,31.31,37.14,7.59,1.6,0.67,69.16,69.17,72.34,7.64,9.5,1.76,3.59,5.0,0.93,8.0,11.67,1.67,2.23,2.33,1.8,8.35,43.2,12.0,5.2,50.0,12.5,5.15,6.2,6.5,0.99,0.12,0.52,0.85,4.4,0.0,8.7,62.4,17.5,308
2011,1270,McNeese St,37.0,28,71.79,0.32,60.71,42.85,33.68,34.93,9.45,74.32,23.18,11.46,23.32,2.03,10.86,12.46,0.87,6.11,0.49,3.25,19.96,46.0,173.2,74.67,-0.54,0.43,0.43,55.0,80.0,66.67,41.57,46.3,46.06,23.68,6.22,3.78,34.57,38.27,32.76,6.97,1.54,0.95,75.63,72.2,75.71,11.89,8.66,2.64,4.54,5.93,1.0,9.75,11.0,2.57,2.15,1.86,2.57,6.35,28.4,11.67,7.15,35.8,9.0,6.4,5.8,4.7,0.9,0.16,0.52,1.7,9.6,3.0,12.15,53.2,16.67,179
2012,1312,NJIT,15.0,28,66.86,-3.82,39.29,40.52,34.83,34.54,11.7,70.65,18.64,10.5,23.11,2.2,11.75,12.71,0.92,6.89,0.54,2.79,20.75,42.68,141.33,71.0,-3.11,-0.57,-0.14,36.84,33.33,66.67,39.56,42.2,43.09,22.86,7.8,4.17,33.49,37.09,35.59,7.59,2.99,1.12,74.04,66.83,70.59,9.29,7.43,1.92,4.43,4.82,1.25,9.14,11.18,2.79,2.06,2.32,2.23,7.89,24.0,11.67,6.63,32.5,11.7,6.47,7.17,9.0,0.98,0.22,0.77,1.58,5.83,4.33,10.63,52.0,22.33,289
2013,1125,Belmont,22.0,30,76.9,12.27,80.0,49.37,35.93,37.56,10.79,73.53,17.34,9.37,22.83,2.44,15.8,13.57,1.16,9.53,0.7,2.73,18.2,58.65,119.13,71.4,6.87,4.5,0.9,70.59,100.0,80.0,49.38,50.57,47.48,20.55,9.67,5.72,36.2,42.7,33.66,6.03,3.29,1.47,74.02,76.44,66.29,9.02,5.77,2.56,3.87,3.83,1.67,10.13,9.5,3.2,2.62,2.48,1.92,11.24,25.75,15.4,8.59,24.25,13.4,8.82,11.25,9.2,1.03,0.46,0.69,2.82,2.75,2.4,12.18,31.63,17.2,40
2014,1218,Hawaii,37.0,29,78.31,5.1,62.07,46.53,34.87,33.2,7.13,72.71,23.12,12.76,22.52,1.76,13.69,11.66,1.17,6.21,0.53,3.17,19.38,82.35,70.7,82.0,5.17,0.45,-0.52,76.47,50.0,0.0,47.21,45.84,44.44,20.52,11.89,2.47,32.59,35.43,27.91,3.87,2.73,0.53,70.6,77.42,75.47,15.02,6.34,1.76,8.34,3.69,0.72,14.38,6.83,1.31,1.72,1.85,1.81,13.41,14.5,12.0,12.29,10.5,12.0,6.18,6.4,5.5,0.5,0.61,0.46,3.53,2.7,2.5,20.41,16.8,23.5,134
2014,1292,MTSU,37.0,31,68.45,5.55,70.97,44.57,34.78,34.24,7.73,65.94,22.71,11.84,24.0,2.03,12.58,12.61,1.0,7.1,0.56,4.74,20.16,60.12,80.5,73.75,3.26,1.45,0.84,70.59,80.0,50.0,44.3,44.36,45.99,18.14,11.5,5.14,35.96,32.87,30.43,4.52,2.21,0.99,67.98,64.94,59.57,13.01,7.07,2.64,5.26,4.71,1.87,11.1,9.45,3.45,2.11,2.01,1.84,10.59,15.7,13.25,9.76,17.4,12.8,7.65,7.4,4.0,0.78,0.43,0.31,3.76,5.4,7.25,16.76,24.9,22.75,82
2014,1295,N Dakota St,16.0,28,74.75,7.29,78.57,50.3,35.55,34.91,6.69,75.36,22.22,9.14,22.89,2.5,11.5,9.93,1.16,6.14,0.62,4.29,18.29,54.93,99.45,76.67,2.46,2.86,1.96,64.29,90.91,100.0,50.0,49.57,54.55,17.82,13.71,4.01,29.85,40.13,39.53,2.87,3.01,0.81,73.33,76.73,76.27,8.41,11.66,2.15,3.29,5.04,0.82,8.32,12.21,2.36,2.53,2.43,2.87,9.5,13.91,12.0,6.57,15.0,7.0,5.93,7.0,4.0,0.9,0.47,0.57,3.43,5.64,3.33,12.07,26.36,17.67,56
2014,1435,Vanderbilt,37.0,31,64.58,-0.97,48.39,43.12,34.42,31.89,9.54,65.81,21.63,9.84,24.65,2.5,13.03,13.35,0.98,4.68,0.35,4.45,17.45,58.06,75.22,70.0,-0.39,-0.48,-0.1,55.56,33.33,50.0,43.32,41.35,45.78,20.08,9.19,5.14,31.98,31.94,31.25,5.49,3.05,1.0,63.58,71.86,58.7,10.64,8.29,2.7,4.87,3.55,1.42,13.1,8.42,3.13,2.69,2.37,2.2,12.11,14.44,14.0,11.83,16.0,14.3,4.78,4.56,4.5,0.4,0.28,0.32,4.78,4.78,2.25,14.28,24.11,16.75,114
2015,1401,Texas A&M,37.0,31,67.19,4.97,64.52,44.92,35.91,34.55,8.16,65.57,20.02,11.32,25.0,2.21,14.55,12.42,1.17,5.74,0.46,2.97,18.39,59.53,89.63,58.75,3.42,1.13,0.42,68.42,62.5,50.0,46.44,43.84,39.6,22.85,9.22,3.84,35.88,36.0,25.76,5.18,2.16,0.82,63.46,68.09,69.05,11.09,6.14,2.78,5.58,4.16,1.58,13.48,8.03,3.48,2.42,1.93,2.2,13.26,19.13,11.5,9.42,17.63,16.3,5.63,5.5,6.8,0.6,0.31,0.42,3.16,2.88,2.25,14.74,26.63,19.25,55
2016,1126,Bethune-Cookman,36.0,30,69.07,-5.17,40.0,40.69,35.33,31.08,11.1,67.86,18.24,12.43,24.2,1.95,11.07,12.8,0.86,5.57,0.43,6.1,18.97,31.9,181.14,55.33,-3.6,-0.07,-1.5,35.0,71.43,0.0,41.07,42.82,32.95,24.08,8.49,2.75,31.72,34.32,19.74,7.58,2.8,0.72,66.26,69.97,60.66,5.21,11.25,1.79,3.53,7.67,1.23,8.17,13.37,2.67,2.31,1.74,2.16,6.65,25.43,7.0,5.95,32.86,11.7,6.0,4.86,4.3,1.01,0.15,0.37,3.65,12.71,7.0,7.8,50.71,19.33,302
2016,1262,MA Lowell,8.0,28,75.61,-7.43,35.71,46.54,35.85,36.15,10.91,67.9,17.38,8.61,23.82,2.77,14.32,15.93,0.9,6.89,0.43,2.39,20.86,50.06,115.09,,-5.57,-1.86,0.0,29.41,45.45,,46.73,46.24,,21.63,14.22,0.0,34.9,38.04,,6.33,4.58,0.0,68.18,67.7,,7.09,10.3,0.0,3.61,5.0,0.0,9.11,14.71,0.0,2.52,2.94,,9.41,21.91,,10.59,24.18,,6.35,7.73,,0.6,0.32,,1.47,3.82,,12.82,33.27,,300
2016,1300,NC Central,14.0,29,67.48,-2.97,34.48,42.26,34.9,33.91,9.04,66.24,21.15,12.24,24.24,1.98,11.79,13.72,0.86,5.45,0.4,1.48,19.93,46.5,112.63,62.4,-3.55,1.21,-0.62,31.25,37.5,40.0,41.41,44.07,42.15,19.21,10.07,5.62,34.95,32.5,32.88,5.16,2.66,1.23,67.84,67.05,60.71,8.84,8.84,3.47,3.97,6.34,1.93,8.45,11.45,4.34,2.13,1.8,2.25,8.31,20.13,9.6,8.06,25.38,13.2,5.56,6.63,3.2,0.69,0.26,0.24,0.88,2.75,1.4,11.94,33.88,23.2,307
2017,1441,W Carolina,37.0,30,59.7,-14.6,23.33,38.23,36.63,30.4,9.27,65.89,17.48,12.07,23.23,1.93,11.0,16.0,0.69,5.9,0.37,2.2,20.8,46.0,81.82,54.5,-9.87,-2.77,-1.97,23.53,27.27,0.0,38.46,38.77,33.61,20.66,13.68,2.29,30.06,31.43,28.89,5.47,3.07,0.73,69.34,62.55,70.0,8.21,8.49,0.78,4.9,6.03,1.13,9.4,12.33,1.5,1.92,2.04,1.32,7.41,16.0,14.0,10.24,23.09,26.0,6.06,5.36,7.5,0.59,0.23,0.29,1.59,3.0,3.0,14.71,30.0,22.0,310
2018,1110,American Univ,37.0,30,65.37,-8.47,20.0,43.22,35.59,33.71,12.19,66.4,16.62,8.07,20.9,2.59,12.23,13.77,0.89,7.23,0.53,3.27,18.37,37.25,121.6,,-6.77,-1.7,0.0,20.0,20.0,,45.01,39.67,,24.63,10.96,0.0,35.06,30.84,,8.62,3.57,0.0,69.65,64.14,,7.14,9.48,0.0,3.07,5.0,0.0,9.73,11.17,0.0,3.17,2.23,,7.35,22.0,,8.95,23.4,,6.45,8.8,,0.72,0.38,,2.2,5.4,,10.4,34.3,,328
2019,1380,Southern Univ,37.0,31,64.61,-9.42,19.35,43.67,36.15,32.58,8.59,66.84,19.12,10.0,20.61,2.06,11.35,15.87,0.72,6.58,0.41,2.55,22.65,29.91,189.67,69.0,-7.35,-1.1,-0.97,22.73,16.67,0.0,43.45,43.81,44.91,25.16,7.24,3.74,33.43,28.33,36.96,6.04,1.7,0.85,67.51,65.22,74.07,6.64,10.48,2.0,3.35,5.52,1.13,7.0,11.94,1.68,2.09,2.16,1.49,6.09,31.33,10.0,6.45,51.0,14.7,6.86,5.5,6.7,1.06,0.11,0.45,1.41,6.33,3.33,9.23,71.17,24.0,337
2020,1142,Cal Poly,27.0,28,66.18,-9.57,17.86,41.62,35.4,34.03,9.71,67.98,19.48,8.18,23.89,2.92,9.96,13.43,0.74,6.32,0.47,2.43,21.07,36.75,162.83,70.5,-5.25,-3.5,-0.82,25.0,0.0,0.0,43.56,34.43,41.23,27.2,5.67,2.54,35.41,27.68,38.3,7.07,1.67,0.97,70.67,65.78,67.44,8.58,9.34,1.57,3.21,4.32,0.64,8.89,13.68,1.32,2.77,3.17,2.06,5.45,24.83,10.5,6.8,34.83,15.5,6.15,6.5,7.5,0.9,0.19,0.48,1.55,5.83,1.0,10.45,56.17,22.0,315
2020,1156,Cleveland St,37.0,31,63.68,-8.71,32.26,41.35,35.97,28.39,5.52,66.92,22.54,11.68,23.32,2.0,11.55,15.42,0.75,7.61,0.49,2.58,20.29,48.5,89.91,56.0,-5.84,-3.35,0.48,27.78,27.27,100.0,41.8,41.15,38.24,20.92,13.07,1.98,25.96,33.77,16.0,2.74,2.58,0.2,69.82,63.05,71.43,11.6,9.42,1.52,4.9,6.03,0.74,10.1,11.19,2.03,2.06,1.86,2.74,8.22,17.09,11.0,10.83,22.27,19.0,7.33,8.27,6.5,0.68,0.37,0.34,2.06,3.18,4.0,14.17,29.64,24.0,300
2003,1421,UNC Asheville,35.0,29,71.21,-7.24,44.83,42.93,34.24,36.02,9.1,76.28,22.42,12.28,23.17,1.89,13.03,16.21,0.8,7.07,0.44,3.0,19.1,39.5,259.0,81.0,-6.28,-1.0,0.03,41.67,50.0,100.0,43.47,38.31,50.0,28.18,4.6,1.45,36.66,28.38,52.94,7.65,1.02,0.44,78.21,75.27,60.0,11.82,10.02,0.58,5.28,6.55,0.45,9.9,12.1,1.17,1.88,1.85,2.62,8.21,41.0,17.0,7.13,70.5,17.0,6.92,8.5,5.0,0.97,0.12,0.29,1.83,10.0,3.0,9.42,77.75,17.0,242
